"id","status","sort","name","slug","image","description","type","crosses","breeder","effects","ailment","flavor","location","terpenes","thc","thca","thcv","cbd","cbda","cbdv","cbn","cbg","cbgm","cbgv","cbc","cbcv","cbv","cbe","cbt","cbl"
"4290","2","0","4 Corners",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4291","2","0","Alfred Packer",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4292","2","0","Khyber Kush #1",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4293","2","0","Afghan Face-Off",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4294","2","0","Pineapple Hash Plant (Rare Dankness)",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4295","2","0","Rectangle",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4296","2","0","Afghan Blue",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4297","2","0","I.E.D.",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4298","2","0","HillBilly Armor",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4299","2","0","Fort Collins Cough",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4300","2","0","Flo-OG",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4301","2","0","Ghost of LeeRoy",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4302","2","0","Afghan Ghost",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4303","2","0","Dank Commander",NULL,NULL,NULL,"Hybrid",NULL,"Rare Dankness Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4304","2","0","Afternoon Delight",NULL,NULL,NULL,"Hybrid",NULL,"Crockett Family Farms",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4305","2","0","Chocolate Dream",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4306","2","0","Bubba Wreck",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4307","2","0","Crater Lake V4",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4308","2","0","Think-Tank",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4309","2","0","Soliloqueen",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4310","2","0","Mochalope",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4311","2","0","Caramel Cough",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4312","2","0","Caramel Candy Kush",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4313","2","0","BlisterFist",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4314","2","0","Bluniverse",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4315","2","0","Mardarin",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4316","2","0","Strawberry Wild",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4317","2","0","Lemon Guru",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4318","2","0","Heavy OGK",NULL,NULL,NULL,"Hybrid",NULL,"Progressive Options",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4319","2","0","Blu OGK (OG Kush)",NULL,NULL,NULL,"Hybrid",NULL,"The King Klone Brand",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4320","2","0","Sapphire OG",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4321","2","0","Super Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4322","2","0","Harmony",NULL,NULL,NULL,"Hybrid",NULL,"Reeferman Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4323","2","0","Mai Thai",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4324","2","0","Banana Jack",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4325","2","0","Cherry Durban Poison",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4326","2","0","Purple Emergency",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4327","2","0","Snow Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4328","2","0","Hawaiian Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4329","2","0","Feygo Red Pop",NULL,NULL,NULL,"Hybrid",NULL,"710 Savant",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4330","2","0","Dreamy Jones",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4331","2","0","Purple Martian",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4332","2","0","Purple Durban Poison",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4333","2","0","Red Poison",NULL,NULL,NULL,"Hybrid",NULL,"Sweet Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4334","2","0","Aruba",NULL,NULL,NULL,"Hybrid",NULL,"Bodhi Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4335","2","0","Kush It",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4336","2","0","Cascadian Frost",NULL,NULL,NULL,"Hybrid",NULL,"Swami Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4337","2","0","Chiquita Banana",NULL,NULL,NULL,"Hybrid",NULL,"Utopia Farms",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4338","2","0","C4 x Tangie",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4339","2","0","Strawberry Kosher",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4340","2","0","Vets OG",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4341","2","0","Green Dawg",NULL,NULL,NULL,"Hybrid",NULL,"Franchise Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4342","2","0","OG Shark",NULL,NULL,NULL,"Hybrid",NULL,"Canadian Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4343","2","0","Mountain Kush",NULL,NULL,NULL,"Hybrid",NULL,"GreenLabel Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4344","2","0","Magic Purple Dog",NULL,NULL,NULL,"Hybrid",NULL,"B. Seeds Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4345","2","0","Magic Power",NULL,NULL,NULL,"Hybrid",NULL,"B. Seeds Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4346","2","0","Paraguayan Landrace",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4347","2","0","Purple Magic",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4348","2","0","Black Russian (Delicious)",NULL,NULL,NULL,"Hybrid",NULL,"Delicious Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4349","2","0","Sugar Candy",NULL,NULL,NULL,"Hybrid",NULL,"Delicious Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4350","2","0","Sweet Lion Sitte",NULL,NULL,NULL,"Hybrid",NULL,"Delicious Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4351","2","0","Jaggen",NULL,NULL,NULL,"Hybrid",NULL,"Dr. Knospe",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4352","2","0","Snowryder",NULL,NULL,NULL,"Hybrid",NULL,"Short Stuff",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4353","2","0","Girl Scout Haze Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Connoisseur Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4354","2","0","Cherry Fire x OG",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4355","2","0","Grand Daddy Urkle",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4356","2","0","Oil Spill",NULL,NULL,NULL,"Hybrid",NULL,"Aficionado Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4357","2","0","Pure Truth",NULL,NULL,NULL,"Hybrid",NULL,"California Breeders Association",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4358","2","0","Orange Sherbet",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4359","2","0","Strawberry Cindy",NULL,NULL,NULL,"Hybrid",NULL,"RIPS Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4360","2","0","Life Preserver",NULL,NULL,NULL,"Hybrid",NULL,"RIPS Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4361","2","0","Strawberry Koochie",NULL,NULL,NULL,"Hybrid",NULL,"RIPS Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4362","2","0","Lifesaver x Haze Satellite",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4363","2","0","Afghani Pink",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4364","2","0","Airhead",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4365","2","0","Surf Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4366","2","0","Blue Vortex",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4367","2","0","Blue Fox",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4368","2","0","Northern Light Blue",NULL,NULL,NULL,"Hybrid",NULL,"Delicious Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4369","2","0","Blackberry Spacewreck",NULL,NULL,NULL,"Hybrid",NULL,"SnowHigh Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4370","2","0","Area 43",NULL,NULL,NULL,"Hybrid",NULL,"Franchise Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4371","2","0","White Fire 43 (Wifi 43)",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4372","2","0","Vanilla Sky",NULL,NULL,NULL,"Hybrid",NULL,"Eskobar",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4373","2","0","Da Chedda",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4374","2","0","Urkle Dawg",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4375","2","0","Old School Kush",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4376","2","0","Purple Suicide F1",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4377","2","0","Cherry Bomb V2 (SoCal)",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4378","2","0","Dawg Cookies F2",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4379","2","0","SoCal Lemon Diesel",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4380","2","0","Spicy Thai",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4381","2","0","P.O.P. F2 (Pacific Ocean Platinum)",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4382","2","0","SoCal Giesel",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4383","2","0","Triple Double",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4384","2","0","Lemon Glue",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4385","2","0","Hard Lemon",NULL,NULL,NULL,"Hybrid",NULL,"SoCal Seed Co.",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4386","2","0","Thai Dragon 99",NULL,NULL,NULL,"Hybrid",NULL,"Dutchgrown Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4387","2","0","Maui Diesel",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4388","2","0","Prize Kush",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4389","2","0","P.O. #6 (Petrol OG)",NULL,NULL,NULL,"Hybrid",NULL,"Progressive Options",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4390","2","0","Mango Haze x Big Blue",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4391","2","0","Green Ribbon x Candy Jack",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4392","2","0","Evergreen Og",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4393","2","0","Cherry Bubba Kush",NULL,NULL,NULL,"Hybrid",NULL,"Riot Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4394","2","0","Viper Goji",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4395","2","0","Muay Thai",NULL,NULL,NULL,"Hybrid",NULL,"Flash Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4396","2","0","Stitch 0.1",NULL,NULL,NULL,"Hybrid",NULL,"Flash Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4397","2","0","Mr. Chiesel",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4398","2","0","Million Dollar Baby",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4399","2","0","Black Raspberry",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4400","2","0","Blizzard",NULL,NULL,NULL,"Hybrid",NULL,"Seedmakers Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4401","2","0","Dubking",NULL,NULL,NULL,"Hybrid",NULL,"Golden Lion Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4402","2","0","Lizard King OG",NULL,NULL,NULL,"Hybrid",NULL,"Golden Lion Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4403","2","0","Banana Foster",NULL,NULL,NULL,"Hybrid",NULL,"Golden Lion Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4404","2","0","Banana Crack",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4405","2","0","Baby Breath",NULL,NULL,NULL,"Hybrid",NULL,"Gage Green Group",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4406","2","0","Grateful Breath F2",NULL,NULL,NULL,"Hybrid",NULL,"Gage Green Group",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4407","2","0","Lemon Kush x Tangie",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4408","2","0","Blueberry x Sour Grape",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4409","2","0","Gorilla Glue #4 x Mango OG",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4410","2","0","Sour Chem",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4411","2","0","Louis XIII x NYC Diesel",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4412","2","0","Royal Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4413","2","0","Pineapple Chiesel",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4414","2","0","V3",NULL,NULL,NULL,"Hybrid",NULL,"Acumen Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4415","2","0","Juicy Jill",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4416","2","0","Lunar Cheese",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4417","2","0","Pineapple Sherbert",NULL,NULL,NULL,"Hybrid",NULL,"DNA Genetics",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4418","2","0","Bio-Jesus",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4419","2","0","Cannatonic C10",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4420","2","0","Cannatonic C6",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4421","2","0","Platinum Huckleberry Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Dynasty Seeds",NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
