"id","name","slug","location","category","instagram"
"823","Irie Alley Inc.","irie-alley-inc"," CA","Concentrates, ",
"824","Irie CBD","irie-cbd"," OR","Edibles, Medical, ",
"825","IRIS Gummies","iris-gummies"," CA","Edibles, ",
"826","Island Cannabis Co","island-cannabis-co"," CA",,
"827","Isodiol","isodiol"," California","Edibles, Medical, ",
"828","IVXX","ivxx"," CA","Concentrates, ",
"829","J & R Farms","j-r-farms"," CA",,
"830","Jah Meds","jah-meds"," CA",,
"831","JAHnetics","jahnetics"," CA","Flower, ",
"832","Jake & Bake","jake-bake"," CA","Concentrates, Edibles, ",
"833","Jambo Superfoods","jambo-superfoods"," CA",,
"834","Jayn Green","jayn-green"," CA","Medical, ",
"835","Jerpponicx","jerpponicx"," CA",,
"836","Jester Extracts","jester-extracts"," CA","Concentrates, ",
"837","Jett Cannabis","jett-cannabis"," Colorado","Concentrates, Vape Pens, Batteries, ",
"838","Jetty Extracts","jetty-extracts"," CA",,
"839","Joker Genetics","joker-genetics"," CA",,
"840","Jolly Greens","jolly-greens"," CA",,
"841","Jollybee","jollybee"," CA",,
"842","Juana Farms","juana-farms"," CA","Concentrates, ",
"843","Juana Popcorn","juana-popcorn"," Ca",,
"844","Juicebox Extracts","juicebox-extracts"," Ca","Concentrates, ",
"845","JuJu Royal","juju-royal"," CA","Flower, Vape Pens, Medical, ",
"846","Jungle Boys","jungle-boys"," CA","Flower, ",
"847","Just Ducky","just-ducky"," CA","Edibles, Medical, ",
"848","JUSTDAB","justdab"," CA","Concentrates, Vape Pens, Edibles, ",
"849","JustHempCo","justhempco"," CA","Concentrates, Edibles, ",
"850","K&J Clone Farm","k-j-clone-farm"," CA","Flower, ",
"851","K.I.N.D. Concentrates","k-i-n-d-concentrates"," Az",,
"852","Kabunky","kabunky"," NV",,
"853","Kahuna Genetics, Klones and Edibles","kahuna-genetics-klones-and-edibles"," NV",,
"854","Kaizen Medicinals","kaizen-medicinals"," CA","Concentrates, Medical, ",
"855","Kali Extracts","kali-extracts"," CA","Vapes, ",
"856","KAM Gardens","kam-gardens"," CA","Flower, ",
"857","Kamala Cannabis Edibles","kamala-cannabis-edibles"," CA","Edibles, ",
"858","Kan-Ade","kan-ade"," CA","Edibles, ",
"859","Kandy Care","kandy-care"," CA","Edibles, ",
"860","Kaneh Co","kaneh-co"," CA","Edibles, ",
"861","Kanha Candies","kanha-candies"," California","Edibles, ",
"862","Kannabia","kannabia"," ON","Flower, ",
"863","KannaBrix","kannabrix"," OR","Edibles, ",
"864","Kannaway","kannaway"," OR","Edibles, ",
"865","Karma Originals","karma-originals"," OR","Flower, ",
"866","Karma Treats","karma-treats"," OR","Edibles, ",
"867","Kaviar","kaviar"," CO","Flower, ",
"868","Kaya Farms","kaya-farms"," CA","Flower, Concentrates, ",
"869","KAYA Infusions","kaya-infusions"," AZ","Concentrates, Vape Pens, ",
"870","KCO Cannabis","kco-cannabis"," AZ","Flower, Concentrates, ",
"871","Keef Boost","keef-boost"," CO","Edibles, ",
"872","Keef Cola","keef-cola"," CA","Edibles, ",
"873","Kessel Run Extracts","kessel-run-extracts"," CA",,
"874","Khush Kush","khush-kush"," WA",,
"875","Kind Bros","kind-bros"," CA","Flower, ",
"876","Kind Extracts","kind-extracts"," CA","Concentrates, ",
"877","Kind Love","kind-love"," CO","Flower, ",
"878","Kind Solutions","kind-solutions"," CO","Flower, Concentrates, ",
"879","KINDdistCO","kinddistco"," CA","Edibles, ",
"880","King Concepts","king-concepts"," Ca",,
"881","King Harvest Wellness","king-harvest-wellness"," CA","Concentrates, Vape Pens, Medical, ",
"882","King Louis Edibles (CANADA)","king-louis-edibles-canada"," ON","Edibles, ",
"883","King Of The Moon","king-of-the-moon"," CA",,
"884","KINGDOM EXTRACTS","kingdom-extracts"," CA","Flower, Concentrates, ",
"885","Kiva Confections","kiva-confections"," CA","Edibles, ",
"886","KJL Compounds","kjl-compounds"," CO","Concentrates, Vape Pens, Medical, ",
"887","Kokonola Remedy Oils and Extracts","kokonola-remedy-oils-and-extracts"," CO","Edibles, Medical, ",
"888","KOMA Brands","koma-brands"," Ca","Concentrates, Edibles, ",
"889","Kong Wraps","kong-wraps"," Ca","Flower, ",
"890","Korova Edibles","korova-edibles"," CA","Edibles, ",
"891","Kozmic Gardens","kozmic-gardens"," Michigan","Edibles, ",
"892","Krave Extracts","krave-extracts"," CA","Concentrates, ",
"893","Kronic Koncoctions","kronic-koncoctions"," MI","Concentrates, ",
"894","Krush RX Extracts","krush-rx-extracts"," CA","Concentrates, ",
"895","Krypted Inc","krypted-inc"," CA",,
"896","Krystal KÃ¼re","krystal-kure"," CA","Concentrates, Vape Pens, Batteries, ",
"897","Kurvana","kurvana"," CA",,
"898","Kush Cake Pops","kush-cake-pops"," CA",,
"899","Kush Candy","kush-candy"," CA","Vapes, Apparel, ",
"900","Kush Company","kush-company"," CA","Flower, Concentrates, ",
"901","Kush Cups","kush-cups"," CA","Edibles, ",
"902","Kush Kitchen (CANADA)","kush-kitchen-canada"," NS","Edibles, ",
"903","Kush Queen","kush-queen"," CA","Medical, ",
"904","Kushie Brand","kushie-brand"," CA","Flower, Edibles, ",
"905","KUSHTOWN","kushtown"," CA","Edibles, ",
"906","Kushy Punch","kushy-punch"," CA","Concentrates, Edibles, ",
"907","KUZA (UK)","kuza-uk"," CA","Edibles, ",
"908","Kyle Kushman Brands","kyle-kushman-brands"," CA","Flower, Concentrates, ",
"909","La Familia Chocolates","la-familia-chocolates"," CA",,
"910","La Plata Labs","la-plata-labs"," CA","Flower, ",
"911","La Vida Verde - Mediroons","la-vida-verde-mediroons"," California",,
"912","Lady Sativa Genetics (UK)","lady-sativa-genetics-uk"," California","Flower, ",
"913","LAK Extracts","lak-extracts"," CA","Concentrates, ",
"914","Lassen Cannabis Co.","lassen-cannabis-co"," CA",,
"915","Laurie & Mary Jane","laurie-mary-jane"," OR","Edibles, ",
"916","Lava Rocks","lava-rocks"," OR","Concentrates, ",
"917","Lazarus Naturals","lazarus-naturals"," OR","Medical, ",
"918","Leaf Frog","leaf-frog"," OR","Flower, ",
"919","LEEF Organics","leef-organics"," CA","Concentrates, Vape Pens, Medical, ",
"920","Legacy Farms","legacy-farms"," CA","Flower, ",
"921","Legal Beverages","legal-beverages"," WA","Edibles, ",
"922","Legitimately Crafted Extracts","legitimately-crafted-extracts"," WA","Flower, Edibles, ",
"923","Leif Goods","leif-goods"," WA","Edibles, Medical, ",
"924","Leif Medicinals","leif-medicinals"," WA",,
"925","Level Blends","level-blends"," California","Vapes, ",
"926","LHC","lhc"," CA","Flower, Concentrates, ",
"927","Life Bloom Organics","life-bloom-organics"," CA","Medical, ",
"928","Life Gardens","life-gardens"," CA","Flower, ",
"929","LIFTED","lifted"," Oregon","Flower, ",
"930","Lifted Elevated Edibles","lifted-elevated-edibles"," CA","Edibles, ",
"931","LIL MAYO","lil-mayo"," CA","Flower, ",
"932","Lila Organic Topicals & Therapeutics (CANADA)","lila-organic-topicals-therapeutics-canada"," NS","Medical, ",
"933","LiQweed (CANADA)","liqweed-canada"," NS","Vapes, ",
"934","Lit Dip Medicated Guacamole","lit-dip-medicated-guacamole"," NS","Edibles, ",
"935","Little Green Bee","little-green-bee"," NS","Medical, ",
"936","Living Extracts","living-extracts"," NS",,
"937","LOL Edibles","lol-edibles"," CA","Edibles, ",
"938","Lola Lola","lola-lola"," CA","Flower, Vape Pens, ",
"939","Lone Star Farms","lone-star-farms"," CA","Flower, Concentrates, ",
"940","Long Beach Concentrates","long-beach-concentrates"," CA","Concentrates, ",
"941","Looking Glass Extracts LLC","looking-glass-extracts-llc"," CA","Concentrates, ",
"942","Loompa Farms","loompa-farms"," CA","Flower, Concentrates, ",
"943","Looney Squad","looney-squad"," CA","Edibles, ",
"944","Lorax Labs","lorax-labs"," CA","Flower, Concentrates, Edibles, ",
"945","Lord Bradley","lord-bradley"," CA","Edibles, ",
"946","Lord Jones","lord-jones"," CA",,
"947","Los Angeles Kush","los-angeles-kush"," CA","Flower, ",
"948","Los Angeles Refinery","los-angeles-refinery"," CA","Flower, Vape Pens, ",
"949","Los SueÃ±os Farms","los-suenos-farms"," CA",,
"950","Lotus Family Farms","lotus-family-farms"," CA",,
"951","LOUD PACKS USA","loud-packs-usa"," CA","Flower, ",
"952","Loud Seeds","loud-seeds"," CA","Flower, ",
"953","Love Carissa","love-carissa"," AZ","Edibles, ",
"954","Lowell Farms","lowell-farms"," CA","Flower, ",
"955","Loyalty Extracts","loyalty-extracts"," CA","Concentrates, ",
"956","Lucid Oils","lucid-oils"," WA","Concentrates, ",
"957","Lucid Xtracts","lucid-xtracts"," CA","Vapes, Apparel, ",
"958","Lucky Edibles","lucky-edibles"," CO","Edibles, ",
"959","Lucky Farms","lucky-farms"," CA","Flower, ",
"960","Lucky Products","lucky-products"," CA","Concentrates, Vape Pens, ",
"961","Lucky Shamrock Farm","lucky-shamrock-farm"," CA","Flower, Concentrates, ",
"962","Lumi Treats","lumi-treats"," Oregon",,
"963","Lunar Concentrates (CANADA)","lunar-concentrates-canada"," NS","Concentrates, ",
"964","Lunchbox Alchemy","lunchbox-alchemy"," Oregon","Concentrates, Edibles, ",
"965","Lust Naked","lust-naked"," CA",,
"966","Lyrics N Loud Gourmet Edibles","lyrics-n-loud-gourmet-edibles"," MI","Edibles, ",
"967","MAC Rosin Concentrates","mac-rosin-concentrates"," MI",,
"968","Mackenzie Medicinals","mackenzie-medicinals"," CA",,
"969","Maconha Seeds Bank (SPAIN)","maconha-seeds-bank-spain"," CA","Flower, ",
"970","Mad Cow Genetics","mad-cow-genetics"," CA","Concentrates, ",
"971","Mad Mark","mad-mark"," WA","Flower, ",
"972","Madame Munchie","madame-munchie"," CA","Edibles, ",
"973","Made By Patients (CANADA)","made-by-patients-canada"," CA","Concentrates, Edibles, ",
"974","Made in Potland","made-in-potland"," OR","Edibles, ",
"975","Madrone California","madrone-california"," CA","Flower, ",
"976","Madrone Farms","madrone-farms"," OR","Flower, ",
"977","Magic Pipe","magic-pipe"," CA","Vapes, ",
"978","Magpie Medibles","magpie-medibles"," CA","Edibles, ",
"979","MAHATMA CONCENTRATES","mahatma-concentrates"," Colorado","Concentrates, ",
"980","Majesty","majesty"," Colorado",,
"981","Making You Better Brands","making-you-better-brands"," CA",,
"982","Makka Seeds (SPAIN)","makka-seeds-spain"," CA","Flower, ",
"983","Mama Ganja Edibles","mama-ganja-edibles"," CA","Edibles, ",
"984","Mama Jane Vends","mama-jane-vends"," CA",,
"985","Mamma Bruha","mamma-bruha"," CA",,
"986","Mana Extracts","mana-extracts"," CA",,
"987","Manastash Gardens","manastash-gardens"," Washington","Flower, ",
"988","Manna Molecular","manna-molecular"," Washington","Medical, ",
"989","Mano Verde Seeds (SPAIN)","mano-verde-seeds-spain"," Washington","Flower, ",
"990","Maple Leaf Extractions (CANADA)","maple-leaf-extractions-canada"," MB","Concentrates, ",
"991","Marche","marche"," MB","Vapes, ",
"992","Marimberos (SPAIN)","marimberos-spain"," MB","Flower, ",
"993","MarQaha","marqaha"," Colorado","Edibles, Medical, ",
"994","Mary Jane Canarias (SPAIN)","mary-jane-canarias-spain"," Colorado","Medical, ",
"995","Mary Jane Farms","mary-jane-farms"," CA","Flower, ",
"996","Mary Jane Java","mary-jane-java"," CA","Edibles, ",
"997","Mary Jane Juice Co.","mary-jane-juice-co"," CA","Edibles, ",
"998","Massive Seeds","massive-seeds"," CA","Flower, ",
"999","Master Growers","master-growers"," CA",,
"1000","Matrix NV","matrix-nv"," NV","Flower, Concentrates, Vape Pens, ",
"1001","Maxx Power Edibles","maxx-power-edibles"," CA","Edibles, ",
"1002","Me, My Wife & Trees","me-my-wife-trees"," MI","Edibles, Medical, ",
"1003","Mean Green Farms","mean-green-farms"," MI","Flower, Concentrates, ",
"1004","MED a mints","med-a-mints"," CO","Edibles, ",
"1005","Med Vend","med-vend"," CO","Flower, Concentrates, ",
"1006","Medallion","medallion"," CO","Flower, ",
"1007","Medi Brothers","medi-brothers"," CO",,
"1008","MEDiBISRx","medibisrx"," CO",,
"1009","Medical Cultivation Inc","medical-cultivation-inc"," CO","Flower, ",
"1010","Medical Seeds (SPAIN)","medical-seeds-spain"," CO","Featured, Flower, Concentrates, ",
"1011","Medicated MoonShine","medicated-moonshine"," CO","Edibles, ",
"1012","Medicine Express","medicine-express"," CO","Flower, ",
"1013","Medicine Farm Botanicals","medicine-farm-botanicals"," Oregon",,
"1014","Medipops!","medipops"," CA","Edibles, ",
"1015","MediVated","medivated"," CA","Flower, ",
"1016","MediX Oils","medix-oils"," CA","Concentrates, ",
"1017","Medusa","medusa"," CA","Flower, ",
"1018","Mello High Edibles","mello-high-edibles"," CA","Edibles, ",
"1019","MellowJello","mellowjello"," CA","Flower, Concentrates, Edibles, ",
"1020","Mendo Dope","mendo-dope"," CA",,
"1021","Mendocino Organics","mendocino-organics"," CA","Flower, ",
"1022","Mendofire","mendofire"," CA","Concentrates, ",
"1023","Michigan Made Melts","michigan-made-melts"," MI","Concentrates, ",
"1024","Michigan Organic Rub","michigan-organic-rub"," Michigan",,
"1025","Midnight Extracts","midnight-extracts"," California","Concentrates, ",
"1026","Mighty Meds","mighty-meds"," CA","Vapes, Medical, Batteries, ",
"1027","Mind Tricks","mind-tricks"," CA","Edibles, ",
"1028","Mindflower Edibles (CANADA)","mindflower-edibles-canada"," CA",,
"1029","Mindset Organics Inc.","mindset-organics-inc"," CA","Medical, ",
"1030","Ministry of Cannabis (SPAIN)","ministry-of-cannabis-spain"," CA","Flower, ",
"1031","Miracle Releaf","miracle-releaf"," CA","Medical, ",
"1032","Miss Envy Botanicals (CANADA)","miss-envy-botanicals-canada"," NS","Edibles, ",
"1033","Miss Nug Run","miss-nug-run"," CA","Concentrates, Edibles, Apparel, ",
"1034","Mitten Made Ediblez","mitten-made-ediblez"," CA","Concentrates, Edibles, ",
"1035","Mixup","mixup"," CA","Edibles, ",
"1036","Miyagi Extracts","miyagi-extracts"," CA","Concentrates, ",
"1037","MJ Distribution","mj-distribution"," CA","Edibles, ",
"1038","MJs Wellness","mjs-wellness"," CA","Edibles, Medical, ",
"1039","Moani Naturals","moani-naturals"," WA","Flower, ",
"1040","Modern Martini Rx","modern-martini-rx"," CA",,
"1041","Mondo","mondo"," CA",,
"1042","Monster Extracts","monster-extracts"," CA","Flower, Concentrates, ",
"1043","Moodsticks","moodsticks"," CA",,
"1044","Moonrock Canada (CANADA)","moonrock-canada-canada"," SK",,
"1045","MoonRockets La","moonrockets-la"," CA","Flower, ",
"1046","Moonstone Meds","moonstone-meds"," CA","Edibles, ",
"1047","Morsel Bakery","morsel-bakery"," CA","Edibles, ",
"1048","Mosca Seeds","mosca-seeds"," CA","Flower, ",
"1049","Mountain High Suckers","mountain-high-suckers"," CO",,
"1050","Mountjoy Sparkling","mountjoy-sparkling"," CA","Edibles, ",
"1051","Moxie Meds","moxie-meds"," CA","Edibles, ",
"1052","Mr Hide Seeds Bank (SPAIN)","mr-hide-seeds-bank-spain"," CA","Flower, ",
"1053","Mr. McGooz Products","mr-mcgooz-products"," CA",,
"1054","Mr. Miyagi Wax","mr-miyagi-wax"," CA","Flower, Concentrates, ",
"1055","MR. Natural Seeds (SPAIN)","mr-natural-seeds-spain"," CA","Flower, ",
"1056","Munchies Gourmet Edibles","munchies-gourmet-edibles"," CA","Concentrates, Edibles, ",
"1057","MÃ¼V Cannabis Infused Products","muv-cannabis-infused-products"," AZ",,
"1058","myCBD (SPAIN)","mycbd-spain"," AZ",,
"1059","Mychron Extracts","mychron-extracts"," Ca","Vapes, ",
"1060","Mystery Baking","mystery-baking"," CA","Edibles, ",
"1061","Naked THC","naked-thc"," CA","Concentrates, ",
"1062","Nameless Genetics","nameless-genetics"," Ca","Flower, Concentrates, Vape Pens, ",
"1063","Nana Pots","nana-pots"," CA","Edibles, ",
"1064","NASHA","nasha"," CA","Concentrates, ",
"1065","NATIV","nativ"," CA","Flower, Concentrates, ",
"1066","Natural Genetics Seeds (SPAIN)","natural-genetics-seeds-spain"," CA","Flower, ",
"1067","Natural Won Oil (SPAIN)","natural-won-oil-spain"," CA",,
"1068","Natural Xtracts","natural-xtracts"," CA","Concentrates, ",
"1069","Natures Cones","natures-cones"," CA",,
"1070","Natures Farm","natures-farm"," CA","Flower, ",
"1071","Natures Lab Extracts","natures-lab-extracts"," Ca",,
"1072","Nectar Collector Extracts","nectar-collector-extracts"," Ca","Concentrates, ",
"1073","Nectar Stick","nectar-stick"," California","Concentrates, ",
"1074","Needle Rock Farms","needle-rock-farms"," California","Edibles, ",
"1075","Neighborhood Watch Concentrates","neighborhood-watch-concentrates"," CA","Concentrates, ",
"1076","Nektr Extracts (CANADA)","nektr-extracts-canada"," PE",,
"1077","Nelson & Co. Organics","nelson-co-organics"," OR","Flower, ",
"1078","NerrlSquad","nerrlsquad"," OR","Concentrates, ",
"1079","Neutron Genetics","neutron-genetics"," CA","Concentrates, ",
"1080","Neverwinter Northwest","neverwinter-northwest"," CA","Flower, ",
"1081","Newtons Nursery","newtons-nursery"," CA","Flower, ",
"1082","Nexgen Remedies","nexgen-remedies"," CA","Flower, ",
"1083","Next Level","next-level"," CA","Edibles, ",
"1084","NextGen Pharma","nextgen-pharma"," CA","Flower, ",
"1085","Nikki Stikki Botanicals (CANADA)","nikki-stikki-botanicals-canada"," ON","Medical, ",
"1086","Nine Miles Seedbank","nine-miles-seedbank"," ON","Flower, ",
"1087","Norso Farms","norso-farms"," ON","Edibles, ",
"1088","North Bay Nectar","north-bay-nectar"," ON","Medical, ",
"1089","Northern Emeralds","northern-emeralds"," CA","Flower, ",
"1090","Northwest Greeneries","northwest-greeneries"," OR","Flower, ",
"1091","Nova Farms","nova-farms"," CA","Flower, Concentrates, ",
"1092","NUG","nug"," CA","Flower, Concentrates, Vape Pens, Edibles, ",
"1093","Nug Nasty","nug-nasty"," CA","Concentrates, ",
"1094","Nuggs","nuggs"," CA","Concentrates, ",
"1095","NugRun Concentrates","nugrun-concentrates"," CA","Concentrates, Batteries, ",
"1096","NUHI Distribution","nuhi-distribution"," CO","Flower, Concentrates, ",
"1097","NV Organics","nv-organics"," CO","Vapes, Edibles, ",
"1098","NW KIND","nw-kind"," OR","Flower, Concentrates, ",
"1099","O Snap Extracts","o-snap-extracts"," CA","Concentrates, ",
"1100","O.G. Cannabis","o-g-cannabis"," CA","Flower, Concentrates, ",
"1101","OARA Chocolate","oara-chocolate"," CA","Edibles, ",
"1102","Oasis CO2","oasis-co2"," CA","Concentrates, Vape Pens, ",
"1103","Obsession Labs","obsession-labs"," CA","Vapes, Edibles, ",
"1104","OC Boyz","oc-boyz"," CA","Flower, Edibles, ",
"1105","OC Farms","oc-farms"," CA","Flower, ",
"1106","OC Pharm","oc-pharm"," CA",,
"1107","Ocean Grown Extracts","ocean-grown-extracts"," California","Vapes, ",
"1108","Ocean Live Resin","ocean-live-resin"," California","Vapes, ",
"1109","ODO Fine Oil Inc","odo-fine-oil-inc"," WA","Concentrates, ",
"1110","OG Bluntz","og-bluntz"," WA","Flower, ",
"1111","OG Brothers","og-brothers"," WA","Flower, Concentrates, ",
"1112","OG Clear","og-clear"," WA","Vapes, Batteries, ",
"1113","OG Raskal","og-raskal"," WA",,
"1114","OGRX Extracts","ogrx-extracts"," WA","Concentrates, Edibles, ",
"1115","Ohana Grown Farms","ohana-grown-farms"," WA","Concentrates, ",
"1116","Oil Refinery Co.","oil-refinery-co"," WA","Concentrates, ",
"1117","Oil Stix","oil-stix"," Colorado","Concentrates, Vape Pens, Batteries, ",
"1118","Oil Works","oil-works"," Colorado","Concentrates, ",
"1119","Old Growth Extracts (CANADA)","old-growth-extracts-canada"," Colorado","Concentrates, ",
"1120","Old School Breeders Association","old-school-breeders-association"," Colorado","Flower, ",
"1121","Oleum Extracts","oleum-extracts"," WA","Concentrates, Vape Pens, ",
"1122","OM Extracts","om-extracts"," WA",,
"1123","Omega Blends","omega-blends"," WA","Flower, ",
"1124","Omega Oil","omega-oil"," WA","Vapes, ",
"1125","OMG Edible Co","omg-edible-co"," WA","Edibles, ",
"1126","Omni (CANADA)","omni-canada"," WA","Concentrates, Medical, ",
"1127","One Click Green","one-click-green"," WA","Concentrates, Batteries, ",
"1128","One Stop Distribution","one-stop-distribution"," CA","Flower, Concentrates, Edibles, Medical, ",
"1129","Onist Blends","onist-blends"," CA","Medical, ",
"1130","OpenVAPE","openvape"," CO","Concentrates, Vape Pens, Batteries, ",
"1131","Optimum Extracts","optimum-extracts"," WA","Concentrates, ",
"1132","Oregon Breeders Group","oregon-breeders-group"," WA",,
"1133","Oregon Sol","oregon-sol"," WA",,
"1134","Oregreen Family Farms","oregreen-family-farms"," WA",,
"1135","Oregrown","oregrown"," Oregon",,
"1136","Organic Grown Connection","organic-grown-connection"," Oregon","Flower, ",
"1137","Organic Roots","organic-roots"," Oregon","Flower, Concentrates, ",
"1138","Organic Solutions","organic-solutions"," Oregon","Flower, ",
"1139","Organix Herbal Supplements","organix-herbal-supplements"," CA","Edibles, ",
"1140","Original Extracts","original-extracts"," CA","Concentrates, ",
"1141","Original Nectar","original-nectar"," CA","Concentrates, ",
"1142","Ounce Depot","ounce-depot"," CA","Flower, ",
"1143","OutCo","outco"," CA","Vapes, Medical, ",
"1144","Outlaw Edibles","outlaw-edibles"," CA","Edibles, ",
"1145","Oz&Co","oz-co"," CA",,
"1146","P3","p3"," CA",,
"1147","Pacific Remedy","pacific-remedy"," CA","Flower, ",
"1148","Paleo Paw","paleo-paw"," CA","Medical, ",
"1149","Panacea","panacea"," CA","Concentrates, Vape Pens, ",
"1150","Panda Rolls","panda-rolls"," CA","Flower, ",
"1151","Panda Vapes","panda-vapes"," CA","Vapes, Batteries, ",
"1152","Papa & Barkley","papa-barkley"," CA",,
"1153","Paper Planes Extracts","paper-planes-extracts"," CA","Concentrates, ",
"1154","Paradise Candy Company","paradise-candy-company"," Ca","Edibles, ",
"1155","Paradise Seeds BV (NETHERLANDS)","paradise-seeds-bv-netherlands"," Ca","Flower, ",
"1156","Paris OG","paris-og"," CA","Flower, Concentrates, ",
"1157","Parmagene","parmagene"," CA","Concentrates, ",
"1158","PCR Naturals","pcr-naturals"," CA","Medical, ",
"1159","Peace CBD","peace-cbd"," CA","Edibles, Medical, ",
"1160","Peace Love n Hippie Stuff","peace-love-n-hippie-stuff"," CA","Edibles, ",
"1161","Peace Oil","peace-oil"," CA","Flower, Concentrates, ",
"1162","Peak CBD","peak-cbd"," Oregon","Edibles, ",
"1163","Peak Industries","peak-industries"," Oregon",,
"1164","Pearl Pharma","pearl-pharma"," CA","Featured, Flower, ",
"1165","Pepita Seeds (SPAIN)","pepita-seeds-spain"," CA","Flower, ",
"1166","Perecan","perecan"," Wa","Concentrates, ",
"1167","Periodic Edibles","periodic-edibles"," Wa","Edibles, ",
"1168","Permaculture Solutions","permaculture-solutions"," Wa","Concentrates, ",
"1169","Permafrost Distributors","permafrost-distributors"," Wa","Flower, ",
"1170","Phantom Farms","phantom-farms"," OR","Flower, ",
"1171","Phantom Pharm","phantom-pharm"," CA",,
"1172","Phat Panda","phat-panda"," Washington","Flower, ",
"1173","PHENIX Cannabis","phenix-cannabis"," Washington",,
"1174","Phenofinder Seeds (NETHERLANDS)","phenofinder-seeds-netherlands"," Washington","Flower, ",
"1175","Philosopher Seeds (SPAIN)","philosopher-seeds-spain"," Washington","Flower, ",
"1176","Phoenix Pharms","phoenix-pharms"," CA","Flower, ",
"1177","Pianta Tinta","pianta-tinta"," CA","Medical, ",
"1178","Pineapple Kush Farms","pineapple-kush-farms"," CA","Concentrates, ",
"1179","PINKYZ PURPLE","pinkyz-purple"," CA","Flower, Concentrates, ",
"1180","Pinnacle Health","pinnacle-health"," CA","Flower, ",
"1181","Pissing Excellence","pissing-excellence"," CA","Concentrates, Vape Pens, ",
"1182","Pistil Point Cannabis Products","pistil-point-cannabis-products"," OR","Flower, ",
"1183","Pivotal Chocolates","pivotal-chocolates"," Ca","Edibles, ",
"1184","Plan B Extracts","plan-b-extracts"," CA","Vapes, ",
"1185","Plantformers Seeds (NETHERLANDS)","plantformers-seeds-netherlands"," CA","Flower, ",
"1186","Platinum Vape","platinum-vape"," Michigan","Flower, Concentrates, Vape Pens, Medical, ",
"1187","PLUME","plume"," CA","Vapes, ",
"1188","Plus Products","plus-products"," CA","Edibles, ",
"1189","PlusCBD Oil","pluscbd-oil"," CA","Edibles, Medical, ",
"1190","PMP Clones","pmp-clones"," CA","Flower, ",
"1191","Pocket Alchemy","pocket-alchemy"," CA","Medical, ",
"1192","Populum","populum"," CA","Medical, ",
"1193","Porta Farms","porta-farms"," Or","Flower, ",
"1194","Positronics Seeds (SPAIN)","positronics-seeds-spain"," Or","Flower, ",
"1195","Pot CoCo","pot-coco"," Or",,
"1196","POT ROCKS","pot-rocks"," CA",,
"1197","Pot-O-Coffee","pot-o-coffee"," CA","Edibles, ",
"1198","Potters Cannabis Co.","potters-cannabis-co"," CA","Vapes, Medical, Batteries, ",
"1199","Premium Extracts Plus","premium-extracts-plus"," CA","Concentrates, ",
"1200","Premium Melts","premium-melts"," CA","Concentrates, ",
"1201","Preroll Pros","preroll-pros"," CA",,
"1202","Present Naturals","present-naturals"," CA","Edibles, Medical, ",
"1203","Presidential RX","presidential-rx"," CA","Featured, Flower, Vape Pens, Edibles, ",
"1204","Pretty Baked Cakes","pretty-baked-cakes"," CA","Edibles, ",
"1205","Pretty Girl Extracts","pretty-girl-extracts"," CA",,
"1206","Pride Cannabis","pride-cannabis"," CA","Vapes, ",
"1207","Primal Drops","primal-drops"," CA","Concentrates, ",
"1208","Primal Organics","primal-organics"," Arizona",,
"1209","Prime","prime"," CA","Flower, ",
"1210","Prime Edibles","prime-edibles"," CA","Edibles, ",
"1211","Pristine Roots","pristine-roots"," CA","Flower, ",
"1212","Procana","procana"," CA","Medical, ",
"1213","PromethaLean Syrup","promethalean-syrup"," CA","Edibles, ",
"1214","Prophet Cannabis","prophet-cannabis"," CA","Flower, ",
"1215","PrÅ«f Cultivar","pruf-cultivar"," OR","Flower, ",
"1216","PUF","puf"," CA","Vapes, ",
"1217","Puffin Farm","puffin-farm"," WA","Flower, ",
"1218","Pulpa (SPAIN)","pulpa-spain"," WA","Medical, ",
"1219","Punch Edibles","punch-edibles"," CA",,
"1220","Pura Vida Cannabis Solutions (CANADA)","pura-vida-cannabis-solutions-canada"," CA",,
"1221","Pura Vida CBD (SPAIN)","pura-vida-cbd-spain"," CA","Edibles, ",
"1222","Pura Vida Health","pura-vida-health"," CA","Edibles, ",
"1223","PuraEarth","puraearth"," CA","Concentrates, ",
"1224","Pure","pure"," CA","Edibles, ",
"1225","Pure & Simple","pure-simple"," CA","Edibles, ",
"1226","Pure 777 Extracts","pure-777-extracts"," CA","Concentrates, Vape Pens, ",
"1227","Pure Extracts","pure-extracts"," CA","Concentrates, ",
"1228","Pure Green DNA","pure-green-dna"," CA","Concentrates, ",
"1229","Pure Nirvana","pure-nirvana"," CA","Edibles, ",
"1230","Pure Pet","pure-pet"," CA","Medical, ",
"1231","Pure Ratios","pure-ratios"," CA","Vapes, Edibles, Medical, ",
"1232","Pure Scientifics","pure-scientifics"," OR",,
"1233","Pure Seeds (SPAIN)","pure-seeds-spain"," OR","Flower, ",
"1234","Pure Terps","pure-terps"," CA","Concentrates, ",
"1235","Pure Vape","pure-vape"," CA","Concentrates, Vape Pens, Batteries, ",
"1236","Purefections","purefections"," OR",,
"1237","Purple Paradise Medical","purple-paradise-medical"," OR",,
"1238","PX","px"," CA","Concentrates, ",
"1239","Pyramid","pyramid"," Colorado",,
"1240","Pyramid Seeds Bank (SPAIN)","pyramid-seeds-bank-spain"," Colorado",,
